No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 204515;2012-06-16;367.42;43120602808708003203550010002045151475242776-old.xml
NF 204515;2012-06-16;288.19;43120602808708003203550010002045151475242776-old.xml
NF 65674;2012-06-30;54.63;43120602808708002908550010000656741059244364-nfe.xml
NF 65674;2012-06-30;27.35;43120602808708002908550010000656741059244364-nfe.xml
NF 65674;2012-06-30;69.25;43120602808708002908550010000656741059244364-nfe.xml
NF 203945;2012-06-11;125.88;43120602808708003203550010002039451362252276-old.xml
NF 203945;2012-06-11;97.18;43120602808708003203550010002039451362252276-old.xml
NF 204577;2012-06-18;9.16;43120602808708003203550010002045771478261510-nfe.xml
NF 204577;2012-06-18;15.44;43120602808708003203550010002045771478261510-nfe.xml
NF 204577;2012-06-18;29.23;43120602808708003203550010002045771478261510-nfe.xml
NF 65449;2012-06-27;21.71;43120602808708002908550010000654491022313261-nfe.xml
NF 65449;2012-06-27;108.54;43120602808708002908550010000654491022313261-nfe.xml
NF 65449;2012-06-27;21.71;43120602808708002908550010000654491022313261-nfe.xml
NF 65382;2012-06-26;207.35;43120602808708002908550010000653821555334720-old.xml
NF 65382;2012-06-26;32.72;43120602808708002908550010000653821555334720-old.xml
NF 65382;2012-06-26;33.21;43120602808708002908550010000653821555334720-old.xml
NF 204053;2012-06-12;2740.15;43120602808708003203550010002040531421196990-nfe.xml
NF 203611;2012-06-06;829.72;43120602808708003203550010002036111325350460-old.xml
NF 203266;2012-06-01;305.05;43120602808708003203550010002032661402137431-old.xml
NF 203266;2012-06-01;61.12;43120602808708003203550010002032661402137431-old.xml
NF 203266;2012-06-01;242.39;43120602808708003203550010002032661402137431-old.xml
NF 203558;2012-06-05;528.75;43120602808708003203550010002035581547288184-nfe.xml
NF 203558;2012-06-05;370.27;43120602808708003203550010002035581547288184-nfe.xml
NF 203757;2012-06-08;47.00;43120602808708003203550010002037571004252174-old.xml
NF 65448;2012-06-27;223.61;43120602808708002908550010000654481012203733-old.xml
NF 204295;2012-06-14;342.23;43120602808708003203550010002042951568393477-old.xml
NF 204295;2012-06-14;367.42;43120602808708003203550010002042951568393477-old.xml
NF 65496;2012-06-28;35.68;43120602808708002908550010000654961407152888-nfe.xml
NF 65496;2012-06-28;54.63;43120602808708002908550010000654961407152888-nfe.xml
NF 65496;2012-06-28;27.35;43120602808708002908550010000654961407152888-nfe.xml
NF 203648;2012-06-06;177.80;43120602808708003203550010002036481452318646-old.xml
NF 203648;2012-06-06;354.43;43120602808708003203550010002036481452318646-old.xml
NF 203648;2012-06-06;185.56;43120602808708003203550010002036481452318646-old.xml
NF 205151;2012-06-25;35.72;43120602808708003203550010002051511527146976-old.xml
NF 205151;2012-06-25;17.71;43120602808708003203550010002051511527146976-old.xml
NF 205151;2012-06-25;264.12;43120602808708003203550010002051511527146976-old.xml
NF 204365;2012-06-15;1879.81;43120602808708003203550010002043652560162519-nfe.xml
NF 205290;2012-06-26;61.12;43120602808708003203550010002052901468390806-old.xml
NF 205290;2012-06-26;62.94;43120602808708003203550010002052901468390806-old.xml
NF 205290;2012-06-26;15.16;43120602808708003203550010002052901468390806-old.xml
NF 204366;2012-06-15;87.16;43120602808708003203550010002043662590103003-nfe.xml
NF 204366;2012-06-15;345.72;43120602808708003203550010002043662590103003-nfe.xml
NF 204366;2012-06-15;53.05;43120602808708003203550010002043662590103003-nfe.xml
NF 203935;2012-06-11;223.12;43120602808708003203550010002039351521245035-nfe.xml
NF 203935;2012-06-11;118.53;43120602808708003203550010002039351521245035-nfe.xml
NF 203935;2012-06-11;357.74;43120602808708003203550010002039351521245035-nfe.xml
NF 205291;2012-06-26;44.27;43120602808708003203550010002052911488309572-old.xml
NF 205291;2012-06-26;71.35;43120602808708003203550010002052911488309572-old.xml
NF 205291;2012-06-26;15.44;43120602808708003203550010002052911488309572-old.xml
NF 204166;2012-06-13;445.35;43120602808708003203550010002041661511185746-old.xml
NF 204166;2012-06-13;122.47;43120602808708003203550010002041661511185746-old.xml
NF 204166;2012-06-13;262.63;43120602808708003203550010002041661511185746-old.xml
NF 64588;2012-06-09;265.62;43120602808708002908550010000645881534246295-nfe.xml
NF 64588;2012-06-09;129.57;43120602808708002908550010000645881534246295-nfe.xml
NF 203368;2012-06-02;826.23;43120602808708003203550010002033682460205582-nfe.xml
NF 203272;2012-06-01;520.03;43120602808708003203550010002032721463335680-nfe.xml
NF 203272;2012-06-01;277.85;43120602808708003203550010002032721463335680-nfe.xml
NF 64444;2012-06-05;112.71;43120602808708002908550010000644441414235016-nfe.xml
NF 64444;2012-06-05;72.00;43120602808708002908550010000644441414235016-nfe.xml
NF 64444;2012-06-05;66.48;43120602808708002908550010000644441414235016-nfe.xml
NF 204285;2012-06-14;951.73;43120602808708003203550010002042851582312628-old.xml
NF 205148;2012-06-25;52.29;43120602808708003203550010002051481431206140-nfe.xml
NF 205148;2012-06-25;120.46;43120602808708003203550010002051481431206140-nfe.xml
NF 205148;2012-06-25;65.29;43120602808708003203550010002051481431206140-nfe.xml
NF 204320;2012-06-14;517.12;43120602808708003203550010002043201415339560-nfe.xml
NF 204320;2012-06-14;481.43;43120602808708003203550010002043201415339560-nfe.xml
NF 204577;2012-06-18;9.16;43120602808708003203550010002045771478261510-old.xml
NF 204577;2012-06-18;15.44;43120602808708003203550010002045771478261510-old.xml
NF 204577;2012-06-18;29.23;43120602808708003203550010002045771478261510-old.xml
NF 64898;2012-06-15;96.56;43120602808708002908550010000648981102120070-nfe.xml
NF 64898;2012-06-15;82.68;43120602808708002908550010000648981102120070-nfe.xml
NF 65449;2012-06-27;21.71;43120602808708002908550010000654491022313261-old.xml
NF 65449;2012-06-27;108.54;43120602808708002908550010000654491022313261-old.xml
NF 65449;2012-06-27;21.71;43120602808708002908550010000654491022313261-old.xml
NF 203934;2012-06-11;644.95;43120602808708003203550010002039341511278502-nfe.xml
NF 203369;2012-06-02;166.59;43120602808708003203550010002033692507367882-nfe.xml
NF 203369;2012-06-02;440.49;43120602808708003203550010002033692507367882-nfe.xml
NF 203369;2012-06-02;367.42;43120602808708003203550010002033692507367882-nfe.xml
NF 205289;2012-06-26;183.71;43120602808708003203550010002052891438238630-nfe.xml
NF 205289;2012-06-26;196.97;43120602808708003203550010002052891438238630-nfe.xml
NF 65498;2012-06-28;266.97;43120602808708002908550010000654981489256482-nfe.xml
NF 65498;2012-06-28;129.57;43120602808708002908550010000654981489256482-nfe.xml
NF 205530;2012-06-28;163.77;43120602808708003203550010002055301418128863-nfe.xml
NF 205530;2012-06-28;193.24;43120602808708003203550010002055301418128863-nfe.xml
NF 205252;2012-06-26;233.58;43120602808708003203550010002052521428418750-old.xml
NF 203543;2012-06-05;828.64;43120602808708003203550010002035431409225869-nfe.xml
NF 64474;2012-06-06;13.75;43120602808708002908550010000644741418101242-nfe.xml
NF 64474;2012-06-06;51.77;43120602808708002908550010000644741418101242-nfe.xml
NF 65602;2012-06-29;8.50;43120602808708002908550010000656021428406867-old.xml
NF 65602;2012-06-29;10.85;43120602808708002908550010000656021428406867-old.xml
NF 203434;2012-06-04;362.00;43120602808708003203550010002034342356392603-nfe.xml
NF 203434;2012-06-04;757.62;43120602808708003203550010002034342356392603-nfe.xml
NF 204053;2012-06-12;2740.15;43120602808708003203550010002040531421196990-old.xml
NF 65324;2012-06-25;7.66;43120602808708002908550010000653241024323065-nfe.xml
NF 65324;2012-06-25;25.92;43120602808708002908550010000653241024323065-nfe.xml
NF 65324;2012-06-25;14.31;43120602808708002908550010000653241024323065-nfe.xml
NF 203558;2012-06-05;528.75;43120602808708003203550010002035581547288184-old.xml
NF 203558;2012-06-05;370.27;43120602808708003203550010002035581547288184-old.xml
NF 203927;2012-06-11;644.95;43120602808708003203550010002039271428155640-old.xml
NF 203370;2012-06-02;456.12;43120602808708003203550010002033702525321830-nfe.xml
NF 203370;2012-06-02;345.72;43120602808708003203550010002033702525321830-nfe.xml
NF 203546;2012-06-05;791.37;43120602808708003203550010002035461553335201-nfe.xml
NF 65496;2012-06-28;35.68;43120602808708002908550010000654961407152888-old.xml
NF 65496;2012-06-28;54.63;43120602808708002908550010000654961407152888-old.xml
NF 65496;2012-06-28;27.35;43120602808708002908550010000654961407152888-old.xml
NF 203265;2012-06-01;292.84;43120602808708003203550010002032651362288984-nfe.xml
NF 203265;2012-06-01;84.67;43120602808708003203550010002032651362288984-nfe.xml
NF 64580;2012-06-09;265.62;43120602808708002908550010000645801474355109-nfe.xml
NF 64580;2012-06-09;128.90;43120602808708002908550010000645801474355109-nfe.xml
NF 64897;2012-06-15;302.38;43120602808708002908550010000648971378153162-nfe.xml
NF 203596;2012-06-06;749.54;43120602808708003203550010002035961573242995-nfe.xml
NF 203596;2012-06-06;30.61;43120602808708003203550010002035961573242995-nfe.xml
NF 65325;2012-06-25;33.24;43120602808708002908550010000653251054197758-nfe.xml
NF 65325;2012-06-25;64.45;43120602808708002908550010000653251054197758-nfe.xml
NF 65325;2012-06-25;31.88;43120602808708002908550010000653251054197758-nfe.xml
NF 204365;2012-06-15;1879.81;43120602808708003203550010002043652560162519-old.xml
NF 204281;2012-06-14;627.52;43120602808708003203550010002042811097389780-nfe.xml
NF 204366;2012-06-15;87.16;43120602808708003203550010002043662590103003-old.xml
NF 204366;2012-06-15;345.72;43120602808708003203550010002043662590103003-old.xml
NF 204366;2012-06-15;53.05;43120602808708003203550010002043662590103003-old.xml
NF 203935;2012-06-11;223.12;43120602808708003203550010002039351521245035-old.xml
NF 203935;2012-06-11;118.53;43120602808708003203550010002039351521245035-old.xml
NF 203935;2012-06-11;357.74;43120602808708003203550010002039351521245035-old.xml
NF 205541;2012-06-28;180.12;43120602808708003203550010002055411424262634-nfe.xml
NF 205541;2012-06-28;59.30;43120602808708003203550010002055411424262634-nfe.xml
NF 205541;2012-06-28;185.56;43120602808708003203550010002055411424262634-nfe.xml
NF 204054;2012-06-12;261.47;43120602808708003203550010002040541431171726-nfe.xml
NF 203814;2012-06-08;345.72;43120602808708003203550010002038141509326157-nfe.xml
NF 203814;2012-06-08;443.88;43120602808708003203550010002038141509326157-nfe.xml
NF 205149;2012-06-25;52.29;43120602808708003203550010002051491451363876-nfe.xml
NF 205149;2012-06-25;48.67;43120602808708003203550010002051491451363876-nfe.xml
NF 205149;2012-06-25;66.70;43120602808708003203550010002051491451363876-nfe.xml
NF 64588;2012-06-09;265.62;43120602808708002908550010000645881534246295-old.xml
NF 64588;2012-06-09;129.57;43120602808708002908550010000645881534246295-old.xml
NF 204319;2012-06-14;474.12;43120602808708003203550010002043191439245262-nfe.xml
NF 204319;2012-06-14;363.15;43120602808708003203550010002043191439245262-nfe.xml
NF 65296;2012-06-23;13.75;43120602808708002908550010000652961455283333-nfe.xml
NF 65296;2012-06-23;35.57;43120602808708002908550010000652961455283333-nfe.xml
NF 65296;2012-06-23;16.61;43120602808708002908550010000652961455283333-nfe.xml
NF 65297;2012-06-23;8.14;43120602808708002908550010000652971505346462-nfe.xml
NF 65297;2012-06-23;31.94;43120602808708002908550010000652971505346462-nfe.xml
NF 65297;2012-06-23;14.31;43120602808708002908550010000652971505346462-nfe.xml
NF 203368;2012-06-02;826.23;43120602808708003203550010002033682460205582-old.xml
NF 205374;2012-06-27;357.34;43120602808708003203550010002053741402392705-nfe.xml
NF 205374;2012-06-27;357.34;43120602808708003203550010002053741402392705-nfe.xml
NF 205374;2012-06-27;121.68;43120602808708003203550010002053741402392705-nfe.xml
NF 203272;2012-06-01;520.03;43120602808708003203550010002032721463335680-old.xml
NF 203272;2012-06-01;277.85;43120602808708003203550010002032721463335680-old.xml
NF 64444;2012-06-05;112.71;43120602808708002908550010000644441414235016-old.xml
NF 64444;2012-06-05;72.00;43120602808708002908550010000644441414235016-old.xml
NF 64444;2012-06-05;66.48;43120602808708002908550010000644441414235016-old.xml
NF 203312;2012-06-01;171.41;43120602808708003203550010002033122524109176-nfe.xml
NF 203312;2012-06-01;66.70;43120602808708003203550010002033122524109176-nfe.xml
NF 203312;2012-06-01;289.30;43120602808708003203550010002033122524109176-nfe.xml
NF 205148;2012-06-25;52.29;43120602808708003203550010002051481431206140-old.xml
NF 205148;2012-06-25;120.46;43120602808708003203550010002051481431206140-old.xml
NF 205148;2012-06-25;65.29;43120602808708003203550010002051481431206140-old.xml
NF 204320;2012-06-14;517.12;43120602808708003203550010002043201415339560-old.xml
NF 204320;2012-06-14;481.43;43120602808708003203550010002043201415339560-old.xml
NF 203928;2012-06-11;223.12;43120602808708003203550010002039281438286418-old.xml
NF 203928;2012-06-11;118.53;43120602808708003203550010002039281438286418-old.xml
NF 203928;2012-06-11;357.74;43120602808708003203550010002039281438286418-old.xml
NF 64898;2012-06-15;96.56;43120602808708002908550010000648981102120070-old.xml
NF 64898;2012-06-15;82.68;43120602808708002908550010000648981102120070-old.xml
NF 203934;2012-06-11;644.95;43120602808708003203550010002039341511278502-old.xml
NF 203369;2012-06-02;166.59;43120602808708003203550010002033692507367882-old.xml
NF 203369;2012-06-02;440.49;43120602808708003203550010002033692507367882-old.xml
NF 203369;2012-06-02;367.42;43120602808708003203550010002033692507367882-old.xml
NF 205289;2012-06-26;183.71;43120602808708003203550010002052891438238630-old.xml
NF 205289;2012-06-26;196.97;43120602808708003203550010002052891438238630-old.xml
NF 65498;2012-06-28;266.97;43120602808708002908550010000654981489256482-old.xml
NF 65498;2012-06-28;129.57;43120602808708002908550010000654981489256482-old.xml
NF 65223;2012-06-22;459.86;43120602808708002908550010000652231435188401-old.xml
NF 205530;2012-06-28;163.77;43120602808708003203550010002055301418128863-old.xml
NF 205530;2012-06-28;193.24;43120602808708003203550010002055301418128863-old.xml
NF 205150;2012-06-25;212.08;43120602808708003203550010002051501507149000-nfe.xml
NF 205150;2012-06-25;101.68;43120602808708003203550010002051501507149000-nfe.xml
NF 205150;2012-06-25;50.82;43120602808708003203550010002051501507149000-nfe.xml
NF 203543;2012-06-05;828.64;43120602808708003203550010002035431409225869-old.xml
NF 64474;2012-06-06;13.75;43120602808708002908550010000644741418101242-old.xml
NF 64474;2012-06-06;51.77;43120602808708002908550010000644741418101242-old.xml
NF 203434;2012-06-04;362.00;43120602808708003203550010002034342356392603-old.xml
NF 203434;2012-06-04;757.62;43120602808708003203550010002034342356392603-old.xml
NF 204374;2012-06-15;366.06;43120602808708003203550010002043742361287116-nfe.xml
NF 204374;2012-06-15;124.11;43120602808708003203550010002043742361287116-nfe.xml
NF 204374;2012-06-15;581.96;43120602808708003203550010002043742361287116-nfe.xml
NF 205253;2012-06-26;20.15;43120602808708003203550010002052531119241160-old.xml
NF 205253;2012-06-26;80.50;43120602808708003203550010002052531119241160-old.xml
NF 205253;2012-06-26;284.63;43120602808708003203550010002052531119241160-old.xml
NF 204296;2012-06-14;14.37;43120602808708003203550010002042961588365646-nfe.xml
NF 204296;2012-06-14;28.72;43120602808708003203550010002042961588365646-nfe.xml
NF 204296;2012-06-14;265.61;43120602808708003203550010002042961588365646-nfe.xml
NF 204578;2012-06-18;17.68;43120602808708003203550010002045781498215929-nfe.xml
NF 204578;2012-06-18;368.84;43120602808708003203550010002045781498215929-nfe.xml
NF 204578;2012-06-18;682.49;43120602808708003203550010002045781498215929-nfe.xml
NF 205147;2012-06-25;435.78;43120602808708003203550010002051471381120614-nfe.xml
NF 65324;2012-06-25;7.66;43120602808708002908550010000653241024323065-old.xml
NF 65324;2012-06-25;25.92;43120602808708002908550010000653241024323065-old.xml
NF 65324;2012-06-25;14.31;43120602808708002908550010000653241024323065-old.xml
NF 203370;2012-06-02;456.12;43120602808708003203550010002033702525321830-old.xml
NF 203370;2012-06-02;345.72;43120602808708003203550010002033702525321830-old.xml
NF 203546;2012-06-05;791.37;43120602808708003203550010002035461553335201-old.xml
NF 203311;2012-06-01;601.72;43120602808708003203550010002033112454147204-nfe.xml
NF 203311;2012-06-01;62.66;43120602808708003203550010002033112454147204-nfe.xml
NF 203265;2012-06-01;292.84;43120602808708003203550010002032651362288984-old.xml
NF 203265;2012-06-01;84.67;43120602808708003203550010002032651362288984-old.xml
NF 64580;2012-06-09;265.62;43120602808708002908550010000645801474355109-old.xml
NF 64580;2012-06-09;128.90;43120602808708002908550010000645801474355109-old.xml
NF 64897;2012-06-15;302.38;43120602808708002908550010000648971378153162-old.xml
NF 203596;2012-06-06;749.54;43120602808708003203550010002035961573242995-old.xml
NF 203596;2012-06-06;30.61;43120602808708003203550010002035961573242995-old.xml
NF 65325;2012-06-25;33.24;43120602808708002908550010000653251054197758-old.xml
NF 65325;2012-06-25;64.45;43120602808708002908550010000653251054197758-old.xml
NF 65325;2012-06-25;31.88;43120602808708002908550010000653251054197758-old.xml
NF 204281;2012-06-14;627.52;43120602808708003203550010002042811097389780-old.xml
NF 65298;2012-06-23;8.30;43120602808708002908550010000652981525361472-nfe.xml
NF 65298;2012-06-23;111.13;43120602808708002908550010000652981525361472-nfe.xml
NF 65298;2012-06-23;97.01;43120602808708002908550010000652981525361472-nfe.xml
NF 203374;2012-06-02;532.96;43120602808708003203550010002033742454218985-nfe.xml
NF 203374;2012-06-02;289.30;43120602808708003203550010002033742454218985-nfe.xml
NF 205541;2012-06-28;180.12;43120602808708003203550010002055411424262634-old.xml
NF 205541;2012-06-28;59.30;43120602808708003203550010002055411424262634-old.xml
NF 205541;2012-06-28;185.56;43120602808708003203550010002055411424262634-old.xml
NF 64475;2012-06-06;19.57;43120602808708002908550010000644751438127058-nfe.xml
NF 64475;2012-06-06;15.50;43120602808708002908550010000644751438127058-nfe.xml
NF 64475;2012-06-06;150.60;43120602808708002908550010000644751438127058-nfe.xml
NF 205292;2012-06-26;10.07;43120602808708003203550010002052921518242141-nfe.xml
NF 205292;2012-06-26;60.37;43120602808708003203550010002052921518242141-nfe.xml
NF 205292;2012-06-26;8.85;43120602808708003203550010002052921518242141-nfe.xml
NF 65224;2012-06-22;90.80;43120602808708002908550010000652241408285105-old.xml
NF 65224;2012-06-22;155.35;43120602808708002908550010000652241408285105-old.xml
NF 203758;2012-06-08;642.05;43120602808708003203550010002037581034347464-nfe.xml
NF 203758;2012-06-08;360.30;43120602808708003203550010002037581034347464-nfe.xml
NF 65441;2012-06-27;264.26;43120602808708002908550010000654411379263325-nfe.xml
NF 65441;2012-06-27;128.90;43120602808708002908550010000654411379263325-nfe.xml
NF 204054;2012-06-12;261.47;43120602808708003203550010002040541431171726-old.xml
NF 203814;2012-06-08;345.72;43120602808708003203550010002038141509326157-old.xml
NF 203814;2012-06-08;443.88;43120602808708003203550010002038141509326157-old.xml
NF 205149;2012-06-25;52.29;43120602808708003203550010002051491451363876-old.xml
NF 205149;2012-06-25;48.67;43120602808708003203550010002051491451363876-old.xml
NF 205149;2012-06-25;66.70;43120602808708003203550010002051491451363876-old.xml
NF 204319;2012-06-14;474.12;43120602808708003203550010002043191439245262-old.xml
NF 204319;2012-06-14;363.15;43120602808708003203550010002043191439245262-old.xml
NF 64527;2012-06-08;265.62;43120602808708002908550010000645271553392433-nfe.xml
NF 64527;2012-06-08;64.45;43120602808708002908550010000645271553392433-nfe.xml
NF 64527;2012-06-08;111.80;43120602808708002908550010000645271553392433-nfe.xml
NF 65296;2012-06-23;13.75;43120602808708002908550010000652961455283333-old.xml
NF 65296;2012-06-23;35.57;43120602808708002908550010000652961455283333-old.xml
NF 65296;2012-06-23;16.61;43120602808708002908550010000652961455283333-old.xml
NF 65297;2012-06-23;8.14;43120602808708002908550010000652971505346462-old.xml
NF 65297;2012-06-23;31.94;43120602808708002908550010000652971505346462-old.xml
NF 65297;2012-06-23;14.31;43120602808708002908550010000652971505346462-old.xml
NF 205529;2012-06-28;5454.30;43120602808708003203550010002055291408116934-nfe.xml
NF 205374;2012-06-27;357.34;43120602808708003203550010002053741402392705-old.xml
NF 205374;2012-06-27;357.34;43120602808708003203550010002053741402392705-old.xml
NF 205374;2012-06-27;121.68;43120602808708003203550010002053741402392705-old.xml
NF 204511;2012-06-16;845.92;43120602808708003203550010002045111463258380-nfe.xml
NF 203922;2012-06-11;170.82;43120602808708003203550010002039221392426464-nfe.xml
NF 203922;2012-06-11;649.77;43120602808708003203550010002039221392426464-nfe.xml
NF 203312;2012-06-01;171.41;43120602808708003203550010002033122524109176-old.xml
NF 203312;2012-06-01;66.70;43120602808708003203550010002033122524109176-old.xml
NF 203312;2012-06-01;289.30;43120602808708003203550010002033122524109176-old.xml
NF 65326;2012-06-25;60.98;43120602808708002908550010000653261074187682-nfe.xml
NF 65326;2012-06-25;20.35;43120602808708002908550010000653261074187682-nfe.xml
NF 65326;2012-06-25;20.33;43120602808708002908550010000653261074187682-nfe.xml
NF 65497;2012-06-28;97.01;43120602808708002908550010000654971437228456-nfe.xml
NF 65497;2012-06-28;20.62;43120602808708002908550010000654971437228456-nfe.xml
NF 65497;2012-06-28;22.39;43120602808708002908550010000654971437228456-nfe.xml
NF 204294;2012-06-14;51.27;43120602808708003203550010002042941558332389-nfe.xml
NF 64899;2012-06-15;13.75;43120602808708002908550010000648991162194809-nfe.xml
NF 64899;2012-06-15;6.87;43120602808708002908550010000648991162194809-nfe.xml
NF 64899;2012-06-15;41.19;43120602808708002908550010000648991162194809-nfe.xml
NF 65603;2012-06-29;86.16;43120602808708002908550010000656031448319150-old.xml
NF 65603;2012-06-29;154.49;43120602808708002908550010000656031448319150-old.xml
NF 65603;2012-06-29;75.30;43120602808708002908550010000656031448319150-old.xml
NF 205150;2012-06-25;212.08;43120602808708003203550010002051501507149000-old.xml
NF 205150;2012-06-25;101.68;43120602808708003203550010002051501507149000-old.xml
NF 205150;2012-06-25;50.82;43120602808708003203550010002051501507149000-old.xml
NF 204374;2012-06-15;366.06;43120602808708003203550010002043742361287116-old.xml
NF 204374;2012-06-15;124.11;43120602808708003203550010002043742361287116-old.xml
NF 204374;2012-06-15;581.96;43120602808708003203550010002043742361287116-old.xml
NF 205628;2012-06-29;293.43;43120602808708003203550010002056281577310264-old.xml
NF 205628;2012-06-29;116.21;43120602808708003203550010002056281577310264-old.xml
NF 205628;2012-06-29;56.47;43120602808708003203550010002056281577310264-old.xml
NF 204296;2012-06-14;14.37;43120602808708003203550010002042961588365646-old.xml
NF 204296;2012-06-14;28.72;43120602808708003203550010002042961588365646-old.xml
NF 204296;2012-06-14;265.61;43120602808708003203550010002042961588365646-old.xml
NF 65381;2012-06-26;107.18;43120602808708002908550010000653811535360795-nfe.xml
NF 204514;2012-06-16;45.51;43120602808708003203550010002045141425309608-nfe.xml
NF 204514;2012-06-16;14.37;43120602808708003203550010002045141425309608-nfe.xml
NF 204514;2012-06-16;57.95;43120602808708003203550010002045141425309608-nfe.xml
NF 204578;2012-06-18;17.68;43120602808708003203550010002045781498215929-old.xml
NF 204578;2012-06-18;368.84;43120602808708003203550010002045781498215929-old.xml
NF 204578;2012-06-18;682.49;43120602808708003203550010002045781498215929-old.xml
NF 205147;2012-06-25;435.78;43120602808708003203550010002051471381120614-old.xml
NF 203946;2012-06-11;342.81;43120602808708003203550010002039461412349569-nfe.xml
NF 203946;2012-06-11;112.94;43120602808708003203550010002039461412349569-nfe.xml
NF 203946;2012-06-11;240.32;43120602808708003203550010002039461412349569-nfe.xml
NF 203375;2012-06-02;355.59;43120602808708003203550010002033752457398590-nfe.xml
NF 203375;2012-06-02;428.92;43120602808708003203550010002033752457398590-nfe.xml
NF 203375;2012-06-02;84.67;43120602808708003203550010002033752457398590-nfe.xml
NF 65672;2012-06-30;36.82;43120602808708002908550010000656721558101025-nfe.xml
NF 65672;2012-06-30;42.74;43120602808708002908550010000656721558101025-nfe.xml
NF 204515;2012-06-16;459.98;43120602808708003203550010002045151475242776-nfe.xml
NF 204515;2012-06-16;367.42;43120602808708003203550010002045151475242776-nfe.xml
NF 204515;2012-06-16;288.19;43120602808708003203550010002045151475242776-nfe.xml
NF 203311;2012-06-01;601.72;43120602808708003203550010002033112454147204-old.xml
NF 203311;2012-06-01;62.66;43120602808708003203550010002033112454147204-old.xml
NF 203945;2012-06-11;125.88;43120602808708003203550010002039451362252276-nfe.xml
NF 203945;2012-06-11;97.18;43120602808708003203550010002039451362252276-nfe.xml
NF 65586;2012-06-29;264.26;43120602808708002908550010000655861448119469-old.xml
NF 65586;2012-06-29;128.90;43120602808708002908550010000655861448119469-old.xml
NF 205540;2012-06-28;412.54;43120602808708003203550010002055401394123308-old.xml
NF 65298;2012-06-23;8.30;43120602808708002908550010000652981525361472-old.xml
NF 65298;2012-06-23;111.13;43120602808708002908550010000652981525361472-old.xml
NF 65298;2012-06-23;97.01;43120602808708002908550010000652981525361472-old.xml
NF 203374;2012-06-02;532.96;43120602808708003203550010002033742454218985-old.xml
NF 203374;2012-06-02;289.30;43120602808708003203550010002033742454218985-old.xml
NF 65673;2012-06-30;31.88;43120602808708002908550010000656731578122432-nfe.xml
NF 65673;2012-06-30;42.74;43120602808708002908550010000656731578122432-nfe.xml
NF 65673;2012-06-30;23.07;43120602808708002908550010000656731578122432-nfe.xml
NF 64475;2012-06-06;19.57;43120602808708002908550010000644751438127058-old.xml
NF 64475;2012-06-06;15.50;43120602808708002908550010000644751438127058-old.xml
NF 64475;2012-06-06;150.60;43120602808708002908550010000644751438127058-old.xml
NF 65382;2012-06-26;207.35;43120602808708002908550010000653821555334720-nfe.xml
NF 65382;2012-06-26;32.72;43120602808708002908550010000653821555334720-nfe.xml
NF 65382;2012-06-26;33.21;43120602808708002908550010000653821555334720-nfe.xml
NF 205292;2012-06-26;10.07;43120602808708003203550010002052921518242141-old.xml
NF 205292;2012-06-26;60.37;43120602808708003203550010002052921518242141-old.xml
NF 205292;2012-06-26;8.85;43120602808708003203550010002052921518242141-old.xml
NF 203611;2012-06-06;829.72;43120602808708003203550010002036111325350460-nfe.xml
NF 203758;2012-06-08;642.05;43120602808708003203550010002037581034347464-old.xml
NF 203758;2012-06-08;360.30;43120602808708003203550010002037581034347464-old.xml
NF 65441;2012-06-27;264.26;43120602808708002908550010000654411379263325-old.xml
NF 65441;2012-06-27;128.90;43120602808708002908550010000654411379263325-old.xml
NF 203266;2012-06-01;305.05;43120602808708003203550010002032661402137431-nfe.xml
NF 203266;2012-06-01;61.12;43120602808708003203550010002032661402137431-nfe.xml
NF 203266;2012-06-01;242.39;43120602808708003203550010002032661402137431-nfe.xml
NF 203757;2012-06-08;47.00;43120602808708003203550010002037571004252174-nfe.xml
NF 64527;2012-06-08;265.62;43120602808708002908550010000645271553392433-old.xml
NF 64527;2012-06-08;64.45;43120602808708002908550010000645271553392433-old.xml
NF 64527;2012-06-08;111.80;43120602808708002908550010000645271553392433-old.xml
NF 205627;2012-06-29;292.84;43120602808708003203550010002056271537297219-old.xml
NF 205627;2012-06-29;65.29;43120602808708003203550010002056271537297219-old.xml
NF 205529;2012-06-28;5454.30;43120602808708003203550010002055291408116934-old.xml
NF 205602;2012-06-29;473.55;43120602808708003203550010002056021463250487-old.xml
NF 205602;2012-06-29;354.43;43120602808708003203550010002056021463250487-old.xml
NF 65448;2012-06-27;223.61;43120602808708002908550010000654481012203733-nfe.xml
NF 204511;2012-06-16;845.92;43120602808708003203550010002045111463258380-old.xml
NF 203922;2012-06-11;170.82;43120602808708003203550010002039221392426464-old.xml
NF 203922;2012-06-11;649.77;43120602808708003203550010002039221392426464-old.xml
NF 204295;2012-06-14;342.23;43120602808708003203550010002042951568393477-nfe.xml
NF 204295;2012-06-14;367.42;43120602808708003203550010002042951568393477-nfe.xml
NF 203648;2012-06-06;177.80;43120602808708003203550010002036481452318646-nfe.xml
NF 203648;2012-06-06;354.43;43120602808708003203550010002036481452318646-nfe.xml
NF 203648;2012-06-06;185.56;43120602808708003203550010002036481452318646-nfe.xml
NF 65326;2012-06-25;60.98;43120602808708002908550010000653261074187682-old.xml
NF 65326;2012-06-25;20.35;43120602808708002908550010000653261074187682-old.xml
