No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 8232;2014-02-26;448.63;43140207526557004016550010000082321192093260-old.xml
NF 8232;2014-02-26;398.88;43140207526557004016550010000082321192093260-old.xml
NF 5275;2014-02-07;23.47;43140207526557004016550010000052751209196570-old.xml
NF 5275;2014-02-07;725.96;43140207526557004016550010000052751209196570-old.xml
NF 6695;2014-02-15;199.44;43140207526557004016550010000066951798548360-old.xml
NF 6695;2014-02-15;435.74;43140207526557004016550010000066951798548360-old.xml
NF 6695;2014-02-15;332.40;43140207526557004016550010000066951798548360-old.xml
NF 2524;2014-02-18;310.46;43140207526557003982550010000025241471017175-nfe.xml
NF 6959;2014-02-18;989.13;43140207526557004016550010000069591242348730-nfe.xml
NF 7539;2014-02-21;346.22;43140207526557004016550010000075391442511554-nfe.xml
NF 7539;2014-02-21;580.99;43140207526557004016550010000075391442511554-nfe.xml
NF 7693;2014-02-22;432.43;43140207526557004016550010000076931492148763-nfe.xml
NF 7693;2014-02-22;688.45;43140207526557004016550010000076931492148763-nfe.xml
NF 7693;2014-02-22;204.90;43140207526557004016550010000076931492148763-nfe.xml
NF 8101;2014-02-25;741.97;43140207526557004016550010000081011075217220-nfe.xml
NF 8101;2014-02-25;388.91;43140207526557004016550010000081011075217220-nfe.xml
NF 8101;2014-02-25;162.36;43140207526557004016550010000081011075217220-nfe.xml
NF 8454;2014-02-27;273.26;43140207526557004016550010000084541763078230-nfe.xml
NF 8454;2014-02-27;126.90;43140207526557004016550010000084541763078230-nfe.xml
NF 8454;2014-02-27;448.63;43140207526557004016550010000084541763078230-nfe.xml
NF 6341;2014-02-13;355.86;43140207526557004016550010000063411198422198-old.xml
NF 8221;2014-02-26;435.74;43140207526557004016550010000082211087450771-nfe.xml
NF 8221;2014-02-26;522.53;43140207526557004016550010000082211087450771-nfe.xml
NF 8668;2014-02-28;374.41;43140207526557004016550010000086681348134620-nfe.xml
NF 8668;2014-02-28;427.96;43140207526557004016550010000086681348134620-nfe.xml
NF 7892;2014-02-24;525.19;43140207526557004016550010000078921159654785-old.xml
NF 7892;2014-02-24;551.99;43140207526557004016550010000078921159654785-old.xml
NF 5661;2014-02-10;217.87;43140207526557004016550010000056611979609511-nfe.xml
NF 5661;2014-02-10;388.91;43140207526557004016550010000056611979609511-nfe.xml
NF 5661;2014-02-10;271.70;43140207526557004016550010000056611979609511-nfe.xml
NF 5127;2014-02-06;576.58;43140207526557004016550010000051271973449920-nfe.xml
NF 5127;2014-02-06;152.03;43140207526557004016550010000051271973449920-nfe.xml
NF 4956;2014-02-05;263.69;43140207526557004016550010000049561659730664-nfe.xml
NF 4956;2014-02-05;207.40;43140207526557004016550010000049561659730664-nfe.xml
NF 4956;2014-02-05;627.47;43140207526557004016550010000049561659730664-nfe.xml
NF 7005;2014-02-18;917.42;43140207526557004016550010000070051609271254-nfe.xml
NF 2832;2014-02-22;8.78;43140207526557003982550010000028321011099044-nfe.xml
NF 2832;2014-02-22;84.42;43140207526557003982550010000028321011099044-nfe.xml
NF 2832;2014-02-22;161.41;43140207526557003982550010000028321011099044-nfe.xml
NF 4467;2014-02-01;209.16;43140207526557004016550010000044671081258110-old.xml
NF 4467;2014-02-01;21.67;43140207526557004016550010000044671081258110-old.xml
NF 4467;2014-02-01;162.99;43140207526557004016550010000044671081258110-old.xml
NF 6569;2014-02-15;131.15;43140207526557004016550010000065691458690580-old.xml
NF 6569;2014-02-15;390.90;43140207526557004016550010000065691458690580-old.xml
NF 6569;2014-02-15;386.91;43140207526557004016550010000065691458690580-old.xml
NF 8400;2014-02-27;394.89;43140207526557004016550010000084001368169570-old.xml
NF 8400;2014-02-27;890.36;43140207526557004016550010000084001368169570-old.xml
NF 6092;2014-02-12;644.95;43140207526557004016550010000060921514364426-old.xml
NF 6092;2014-02-12;377.73;43140207526557004016550010000060921514364426-old.xml
NF 4796;2014-02-04;66.48;43140207526557004016550010000047961103276718-nfe.xml
NF 4796;2014-02-04;33.43;43140207526557004016550010000047961103276718-nfe.xml
NF 4796;2014-02-04;62.87;43140207526557004016550010000047961103276718-nfe.xml
NF 4666;2014-02-03;260.03;43140207526557004016550010000046661030944550-old.xml
NF 1630;2014-02-03;37.52;43140207526557003982550010000016301993888877-old.xml
NF 1630;2014-02-03;28.70;43140207526557003982550010000016301993888877-old.xml
NF 1630;2014-02-03;16.47;43140207526557003982550010000016301993888877-old.xml
NF 1597;2014-02-01;36.20;43140207526557003982550010000015971294589653-nfe.xml
NF 1597;2014-02-01;123.93;43140207526557003982550010000015971294589653-nfe.xml
NF 1597;2014-02-01;31.68;43140207526557003982550010000015971294589653-nfe.xml
NF 7521;2014-02-21;998.58;43140207526557004016550010000075211303928419-nfe.xml
NF 3004;2014-02-26;116.42;43140207526557003982550010000030041296500717-nfe.xml
NF 3004;2014-02-26;94.08;43140207526557003982550010000030041296500717-nfe.xml
NF 3004;2014-02-26;74.24;43140207526557003982550010000030041296500717-nfe.xml
NF 1845;2014-02-05;58.69;43140207526557003982550010000018451574052960-old.xml
NF 1845;2014-02-05;111.13;43140207526557003982550010000018451574052960-old.xml
NF 1845;2014-02-05;60.50;43140207526557003982550010000018451574052960-old.xml
NF 5452;2014-02-08;243.32;43140207526557004016550010000054521658725428-nfe.xml
NF 5277;2014-02-07;605.36;43140207526557004016550010000052771212064136-nfe.xml
NF 5277;2014-02-07;565.62;43140207526557004016550010000052771212064136-nfe.xml
NF 4647;2014-02-03;575.70;43140207526557004016550010000046471788095005-old.xml
NF 4647;2014-02-03;43.34;43140207526557004016550010000046471788095005-old.xml
NF 4647;2014-02-03;495.40;43140207526557004016550010000046471788095005-old.xml
NF 2659;2014-02-20;56.59;43140207526557003982550010000026591851212221-nfe.xml
NF 2659;2014-02-20;56.59;43140207526557003982550010000026591851212221-nfe.xml
NF 2659;2014-02-20;53.99;43140207526557003982550010000026591851212221-nfe.xml
NF 2963;2014-02-25;90.32;43140207526557003982550010000029631039339467-nfe.xml
NF 5543;2014-02-08;871.57;43140207526557004016550010000055431389107450-old.xml
NF 6809;2014-02-17;921.41;43140207526557004016550010000068091768030365-nfe.xml
NF 5660;2014-02-10;66.48;43140207526557004016550010000056601242492386-nfe.xml
NF 7893;2014-02-24;450.73;43140207526557004016550010000078931162679049-nfe.xml
NF 7893;2014-02-24;462.70;43140207526557004016550010000078931162679049-nfe.xml
NF 1632;2014-02-03;17.18;43140207526557003982550010000016321775379827-old.xml
NF 1632;2014-02-03;84.04;43140207526557003982550010000016321775379827-old.xml
NF 4795;2014-02-04;242.99;43140207526557004016550010000047951381660055-nfe.xml
NF 4795;2014-02-04;217.87;43140207526557004016550010000047951381660055-nfe.xml
NF 4795;2014-02-04;44.69;43140207526557004016550010000047951381660055-nfe.xml
NF 5446;2014-02-08;108.95;43140207526557004016550010000054461621995564-nfe.xml
NF 6130;2014-02-12;469.34;43140207526557004016550010000061301735433040-old.xml
NF 8394;2014-02-27;526.52;43140207526557004016550010000083941306462151-nfe.xml
NF 8394;2014-02-27;688.45;43140207526557004016550010000083941306462151-nfe.xml
NF 4798;2014-02-04;505.25;43140207526557004016550010000047981387254158-nfe.xml
NF 4798;2014-02-04;199.44;43140207526557004016550010000047981387254158-nfe.xml
NF 4798;2014-02-04;160.15;43140207526557004016550010000047981387254158-nfe.xml
NF 7349;2014-02-20;25.50;43140207526557004016550010000073491837585939-old.xml
NF 7349;2014-02-20;630.09;43140207526557004016550010000073491837585939-old.xml
NF 7349;2014-02-20;562.10;43140207526557004016550010000073491837585939-old.xml
NF 8652;2014-02-28;596.42;43140207526557004016550010000086521284249112-old.xml
NF 6400;2014-02-14;259.22;43140207526557004016550010000064001688994590-nfe.xml
NF 6400;2014-02-14;392.23;43140207526557004016550010000064001688994590-nfe.xml
NF 6400;2014-02-14;203.73;43140207526557004016550010000064001688994590-nfe.xml
NF 2833;2014-02-22;64.32;43140207526557003982550010000028331976791639-old.xml
NF 2833;2014-02-22;50.28;43140207526557003982550010000028331976791639-old.xml
NF 2833;2014-02-22;16.01;43140207526557003982550010000028331976791639-old.xml
NF 3005;2014-02-26;156.50;43140207526557003982550010000030051794288563-old.xml
NF 3005;2014-02-26;134.06;43140207526557003982550010000030051794288563-old.xml
NF 2393;2014-02-15;44.25;43140207526557003982550010000023931497337335-nfe.xml
NF 2740;2014-02-21;13.34;43140207526557003982550010000027401555436262-old.xml
NF 2740;2014-02-21;60.50;43140207526557003982550010000027401555436262-old.xml
NF 7732;2014-02-22;518.54;43140207526557004016550010000077321883531735-nfe.xml
NF 7732;2014-02-22;390.90;43140207526557004016550010000077321883531735-nfe.xml
NF 8031;2014-02-25;130.63;43140207526557004016550010000080311382351504-nfe.xml
NF 1844;2014-02-05;77.85;43140207526557003982550010000018441897706930-old.xml
NF 1844;2014-02-05;57.55;43140207526557003982550010000018441897706930-old.xml
NF 1844;2014-02-05;56.59;43140207526557003982550010000018441897706930-old.xml
NF 6133;2014-02-12;69.55;43140207526557004016550010000061331693086960-old.xml
NF 6245;2014-02-13;394.89;43140207526557004016550010000062451546702247-old.xml
NF 6245;2014-02-13;525.19;43140207526557004016550010000062451546702247-old.xml
NF 5887;2014-02-11;67.48;43140207526557004016550010000058871945964960-old.xml
NF 5887;2014-02-11;210.72;43140207526557004016550010000058871945964960-old.xml
NF 5887;2014-02-11;206.16;43140207526557004016550010000058871945964960-old.xml
NF 4648;2014-02-03;69.11;43140207526557004016550010000046481581483100-old.xml
NF 2962;2014-02-25;38.16;43140207526557003982550010000029621486427237-nfe.xml
NF 2962;2014-02-25;52.43;43140207526557003982550010000029621486427237-nfe.xml
NF 2962;2014-02-25;60.50;43140207526557003982550010000029621486427237-nfe.xml
NF 1976;2014-02-07;130.28;43140207526557003982550010000019761603885865-nfe.xml
NF 1976;2014-02-07;304.82;43140207526557003982550010000019761603885865-nfe.xml
NF 8061;2014-02-25;989.13;43140207526557004016550010000080611832383346-old.xml
NF 7694;2014-02-22;196.12;43140207526557004016550010000076941494311189-nfe.xml
NF 7694;2014-02-22;525.19;43140207526557004016550010000076941494311189-nfe.xml
NF 7694;2014-02-22;195.45;43140207526557004016550010000076941494311189-nfe.xml
NF 2524;2014-02-18;310.46;43140207526557003982550010000025241471017175-old.xml
NF 6959;2014-02-18;989.13;43140207526557004016550010000069591242348730-old.xml
NF 7129;2014-02-19;68.85;43140207526557004016550010000071291557321563-nfe.xml
NF 7129;2014-02-19;130.63;43140207526557004016550010000071291557321563-nfe.xml
NF 7129;2014-02-19;38.30;43140207526557004016550010000071291557321563-nfe.xml
NF 8060;2014-02-25;328.03;43140207526557004016550010000080601826851921-nfe.xml
NF 8060;2014-02-25;195.45;43140207526557004016550010000080601826851921-nfe.xml
NF 8060;2014-02-25;577.03;43140207526557004016550010000080601826851921-nfe.xml
NF 6474;2014-02-14;66.48;43140207526557004016550010000064741110497720-nfe.xml
NF 6474;2014-02-14;108.94;43140207526557004016550010000064741110497720-nfe.xml
NF 6474;2014-02-14;80.07;43140207526557004016550010000064741110497720-nfe.xml
NF 2357;2014-02-14;60.50;43140207526557003982550010000023571510938051-nfe.xml
NF 7539;2014-02-21;346.22;43140207526557004016550010000075391442511554-old.xml
NF 7539;2014-02-21;580.99;43140207526557004016550010000075391442511554-old.xml
NF 7132;2014-02-19;268.22;43140207526557004016550010000071321560142114-nfe.xml
NF 7132;2014-02-19;779.97;43140207526557004016550010000071321560142114-nfe.xml
NF 2817;2014-02-22;27.80;43140207526557003982550010000028171852725037-nfe.xml
NF 2817;2014-02-22;116.42;43140207526557003982550010000028171852725037-nfe.xml
NF 2817;2014-02-22;18.91;43140207526557003982550010000028171852725037-nfe.xml
NF 7693;2014-02-22;432.43;43140207526557004016550010000076931492148763-old.xml
NF 7693;2014-02-22;688.45;43140207526557004016550010000076931492148763-old.xml
NF 7693;2014-02-22;204.90;43140207526557004016550010000076931492148763-old.xml
NF 8101;2014-02-25;741.97;43140207526557004016550010000081011075217220-old.xml
NF 8101;2014-02-25;388.91;43140207526557004016550010000081011075217220-old.xml
NF 8101;2014-02-25;162.36;43140207526557004016550010000081011075217220-old.xml
NF 6213;2014-02-13;249.13;43140207526557004016550010000062131354842004-old.xml
NF 6213;2014-02-13;143.94;43140207526557004016550010000062131354842004-old.xml
NF 21385;2014-06-25;217.59;43140607526557004016550010000213851573990428-old.xml
NF 21700;2014-06-28;265.11;43140607526557004016550010000217001089965598-old.xml
NF 21700;2014-06-28;118.42;43140607526557004016550010000217001089965598-old.xml
NF 21700;2014-06-28;12.45;43140607526557004016550010000217001089965598-old.xml
NF 19879;2014-06-06;166.62;43140607526557004016550010000198791296361688-old.xml
NF 19879;2014-06-06;784.24;43140607526557004016550010000198791296361688-old.xml
NF 7545;2014-05-30;62.40;43140507526557003982550010000075451320948041-old.xml
NF 7545;2014-05-30;227.20;43140507526557003982550010000075451320948041-old.xml
NF 7545;2014-05-30;72.79;43140507526557003982550010000075451320948041-old.xml
NF 19665;2014-06-04;110.60;43140607526557004016550010000196651704631201-old.xml
NF 19665;2014-06-04;1940.74;43140607526557004016550010000196651704631201-old.xml
NF 19665;2014-06-04;617.58;43140607526557004016550010000196651704631201-old.xml
NF 21789;2014-06-30;59.43;43140607526557004016550010000217891741977269-nfe.xml
NF 21789;2014-06-30;1694.76;43140607526557004016550010000217891741977269-nfe.xml
NF 21789;2014-06-30;1938.99;43140607526557004016550010000217891741977269-nfe.xml
NF 21195;2014-06-23;301.66;43140607526557004016550010000211951386758385-nfe.xml
NF 21195;2014-06-23;981.04;43140607526557004016550010000211951386758385-nfe.xml
NF 21195;2014-06-23;169.50;43140607526557004016550010000211951386758385-nfe.xml
NF 20733;2014-06-17;195.05;43140607526557004016550010000207331208778539-old.xml
NF 20733;2014-06-17;58.81;43140607526557004016550010000207331208778539-old.xml
NF 20733;2014-06-17;1937.25;43140607526557004016550010000207331208778539-old.xml
NF 7960;2014-06-10;12.06;43140607526557003982550010000079601164787181-old.xml
NF 7960;2014-06-10;16.47;43140607526557003982550010000079601164787181-old.xml
NF 7960;2014-06-10;8.42;43140607526557003982550010000079601164787181-old.xml
NF 8827;2014-06-30;8.42;43140607526557003982550010000088271179441922-nfe.xml
NF 21787;2014-06-30;72.25;43140607526557004016550010000217871843341776-nfe.xml
NF 7547;2014-05-30;93.14;43140507526557003982550010000075471192283454-old.xml
NF 7547;2014-05-30;125.32;43140507526557003982550010000075471192283454-old.xml
NF 7547;2014-05-30;15.34;43140507526557003982550010000075471192283454-old.xml
NF 20812;2014-06-18;98.44;43140607526557004016550010000208121547835743-nfe.xml
NF 20812;2014-06-18;331.80;43140607526557004016550010000208121547835743-nfe.xml
NF 8527;2014-06-24;24.31;43140607526557003982550010000085271162633053-old.xml
NF 8527;2014-06-24;121.72;43140607526557003982550010000085271162633053-old.xml
NF 8527;2014-06-24;251.38;43140607526557003982550010000085271162633053-old.xml
NF 20637;2014-06-16;1402.13;43140607526557004016550010000206371792688896-nfe.xml
NF 20637;2014-06-16;190.93;43140607526557004016550010000206371792688896-nfe.xml
NF 20438;2014-06-13;463.19;43140607526557004016550010000204381779230977-old.xml
NF 20438;2014-06-13;335.46;43140607526557004016550010000204381779230977-old.xml
NF 20438;2014-06-13;401.17;43140607526557004016550010000204381779230977-old.xml
NF 20986;2014-06-20;344.60;43140607526557004016550010000209861202429910-old.xml
NF 20986;2014-06-20;1635.06;43140607526557004016550010000209861202429910-old.xml
NF 19885;2014-06-06;166.44;43140607526557004016550010000198851352992100-Nfe.xml
NF 8113;2014-06-13;474.16;43140607526557003982550010000081131828057342-old.xml
NF 21697;2014-06-28;290.51;43140607526557004016550010000216971073151971-old.xml
NF 20734;2014-06-17;166.62;43140607526557004016550010000207341003683673-nfe.xml
NF 8463;2014-06-23;21.28;43140607526557003982550010000084631257542552-old.xml
NF 8463;2014-06-23;48.69;43140607526557003982550010000084631257542552-old.xml
NF 8463;2014-06-23;22.86;43140607526557003982550010000084631257542552-old.xml
NF 20139;2014-06-10;114.09;43140607526557004016550010000201391985744795-old.xml
NF 19526;2014-06-02;312.38;43140607526557004016550010000195261827641520-old.xml
NF 19526;2014-06-02;981.04;43140607526557004016550010000195261827641520-old.xml
NF 19526;2014-06-02;204.05;43140607526557004016550010000195261827641520-old.xml
NF 19980;2014-06-07;926.85;43140607526557004016550010000199801675737127-old.xml
NF 21699;2014-06-28;5937.06;43140607526557004016550010000216991081488275-nfe.xml
NF 21274;2014-06-24;441.85;43140607526557004016550010000212741880295760-old.xml
NF 21274;2014-06-24;266.30;43140607526557004016550010000212741880295760-old.xml
NF 21274;2014-06-24;332.01;43140607526557004016550010000212741880295760-old.xml
NF 8422;2014-06-21;49.25;43140607526557003982550010000084221965729267-nfe.xml
NF 8422;2014-06-21;69.91;43140607526557003982550010000084221965729267-nfe.xml
NF 8422;2014-06-21;146.33;43140607526557003982550010000084221965729267-nfe.xml
NF 8294;2014-06-18;34.35;43140607526557003982550010000082941951284428-old.xml
NF 8294;2014-06-18;8.42;43140607526557003982550010000082941951284428-old.xml
NF 8294;2014-06-18;349.27;43140607526557003982550010000082941951284428-old.xml
NF 21386;2014-06-25;165.48;43140607526557004016550010000213861129364274-old.xml
NF 21386;2014-06-25;332.00;43140607526557004016550010000213861129364274-old.xml
NF 21386;2014-06-25;172.37;43140607526557004016550010000213861129364274-old.xml
NF 21352;2014-06-25;34.93;43140607526557004016550010000213521178624510-old.xml
NF 21352;2014-06-25;390.10;43140607526557004016550010000213521178624510-old.xml
NF 21352;2014-06-25;462.39;43140607526557004016550010000213521178624510-old.xml
NF 8660;2014-06-26;42.10;43140607526557003982550010000086601953402324-nfe.xml
NF 8660;2014-06-26;83.41;43140607526557003982550010000086601953402324-nfe.xml
NF 8660;2014-06-26;406.43;43140607526557003982550010000086601953402324-nfe.xml
NF 20116;2014-06-10;104.44;43140607526557004016550010000201161703454510-old.xml
NF 20116;2014-06-10;374.80;43140607526557004016550010000201161703454510-old.xml
NF 20116;2014-06-10;593.45;43140607526557004016550010000201161703454510-old.xml
NF 8596;2014-06-25;32.92;43140607526557003982550010000085961383039038-nfe.xml
NF 8256;2014-06-17;201.99;43140607526557003982550010000082561597121574-nfe.xml
NF 8256;2014-06-17;335.25;43140607526557003982550010000082561597121574-nfe.xml
NF 20546;2014-06-14;997.30;43140607526557004016550010000205461127376632-old.xml
NF 20644;2014-06-16;947.60;43140607526557004016550010000206441860836578-old.xml
NF 20446;2014-06-13;61.29;43140607526557004016550010000204461804443578-old.xml
NF 20446;2014-06-13;200.59;43140607526557004016550010000204461804443578-old.xml
NF 20446;2014-06-13;575.72;43140607526557004016550010000204461804443578-old.xml
NF 21709;2014-06-28;269.76;43140607526557004016550010000217091310391760-nfe.xml
NF 21709;2014-06-28;121.04;43140607526557004016550010000217091310391760-nfe.xml
NF 21709;2014-06-28;93.38;43140607526557004016550010000217091310391760-nfe.xml
NF 19789;2014-06-05;401.17;43140607526557004016550010000197891920637287-old.xml
NF 19789;2014-06-05;585.53;43140607526557004016550010000197891920637287-old.xml
NF 8349;2014-06-20;125.52;43140607526557003982550010000083491640587046-nfe.xml
NF 8349;2014-06-20;225.79;43140607526557003982550010000083491640587046-nfe.xml
NF 20342;2014-06-12;98.44;43140607526557004016550010000203421431351695-old.xml
NF 20342;2014-06-12;589.30;43140607526557004016550010000203421431351695-old.xml
NF 7961;2014-06-10;60.11;43140607526557003982550010000079611342002751-old.xml
NF 7961;2014-06-10;103.80;43140607526557003982550010000079611342002751-old.xml
NF 7961;2014-06-10;107.24;43140607526557003982550010000079611342002751-old.xml
NF 8112;2014-06-13;22.86;43140607526557003982550010000081121201138599-old.xml
NF 8112;2014-06-13;136.62;43140607526557003982550010000081121201138599-old.xml
NF 8112;2014-06-13;35.99;43140607526557003982550010000081121201138599-old.xml
NF 8829;2014-06-30;35.80;43140607526557003982550010000088291933795372-nfe.xml
NF 8829;2014-06-30;73.11;43140607526557003982550010000088291933795372-nfe.xml
NF 8829;2014-06-30;194.35;43140607526557003982550010000088291933795372-nfe.xml
NF 8659;2014-06-26;94.08;43140607526557003982550010000086591856479899-nfe.xml
NF 8659;2014-06-26;40.51;43140607526557003982550010000086591856479899-nfe.xml
NF 8298;2014-06-18;56.93;43140607526557003982550010000082981984911676-nfe.xml
NF 8298;2014-06-18;17.51;43140607526557003982550010000082981984911676-nfe.xml
NF 21789;2014-06-30;59.43;43140607526557004016550010000217891741977269-old.xml
NF 21789;2014-06-30;1694.76;43140607526557004016550010000217891741977269-old.xml
NF 21789;2014-06-30;1938.99;43140607526557004016550010000217891741977269-old.xml
NF 8597;2014-06-25;8.78;43140607526557003982550010000085971909696274-nfe.xml
NF 8597;2014-06-25;122.32;43140607526557003982550010000085971909696274-nfe.xml
NF 8597;2014-06-25;294.94;43140607526557003982550010000085971909696274-nfe.xml
NF 8464;2014-06-23;103.80;43140607526557003982550010000084641871461880-nfe.xml
NF 8464;2014-06-23;72.79;43140607526557003982550010000084641871461880-nfe.xml
NF 8464;2014-06-23;89.98;43140607526557003982550010000084641871461880-nfe.xml
NF 21195;2014-06-23;301.66;43140607526557004016550010000211951386758385-old.xml
NF 21195;2014-06-23;981.04;43140607526557004016550010000211951386758385-old.xml
NF 21195;2014-06-23;169.50;43140607526557004016550010000211951386758385-old.xml
NF 19579;2014-06-03;1161.30;43140607526557004016550010000195791243227999-old.xml
NF 19579;2014-06-03;58.81;43140607526557004016550010000195791243227999-old.xml
NF 19579;2014-06-03;529.14;43140607526557004016550010000195791243227999-old.xml
NF 7546;2014-05-30;28.84;43140507526557003982550010000075461232109363-old.xml
NF 7546;2014-05-30;51.36;43140507526557003982550010000075461232109363-old.xml
NF 7546;2014-05-30;72.03;43140507526557003982550010000075461232109363-old.xml
NF 19528;2014-06-02;394.25;43140607526557004016550010000195281850125855-old.xml
NF 19528;2014-06-02;394.25;43140607526557004016550010000195281850125855-old.xml
NF 19528;2014-06-02;184.10;43140607526557004016550010000195281850125855-old.xml
NF 21573;2014-06-27;453.36;43140607526557004016550010000215731739250097-nfe.xml
NF 21573;2014-06-27;341.86;43140607526557004016550010000215731739250097-nfe.xml
NF 21573;2014-06-27;370.20;43140607526557004016550010000215731739250097-nfe.xml
NF 8827;2014-06-30;8.42;43140607526557003982550010000088271179441922-old.xml
NF 21787;2014-06-30;72.25;43140607526557004016550010000217871843341776-old.xml
NF 20812;2014-06-18;98.44;43140607526557004016550010000208121547835743-old.xml
NF 20812;2014-06-18;331.80;43140607526557004016550010000208121547835743-old.xml
NF 20637;2014-06-16;1402.13;43140607526557004016550010000206371792688896-old.xml
NF 20637;2014-06-16;190.93;43140607526557004016550010000206371792688896-old.xml
NF 21119;2014-06-21;581.75;43140607526557004016550010000211191672298070-nfe.xml
NF 21119;2014-06-21;462.39;43140607526557004016550010000211191672298070-nfe.xml
NF 21571;2014-06-27;58.81;43140607526557004016550010000215711731697284-nfe.xml
NF 21571;2014-06-27;1271.07;43140607526557004016550010000215711731697284-nfe.xml
NF 21571;2014-06-27;522.90;43140607526557004016550010000215711731697284-nfe.xml
NF 20734;2014-06-17;166.62;43140607526557004016550010000207341003683673-old.xml
NF 21351;2014-06-25;26.43;43140607526557004016550010000213511013969760-nfe.xml
NF 21351;2014-06-25;25.97;43140607526557004016550010000213511013969760-nfe.xml
NF 20214;2014-06-11;25.50;43140607526557004016550010000202141069056260-old.xml
NF 20214;2014-06-11;176.74;43140607526557004016550010000202141069056260-old.xml
NF 20214;2014-06-11;1779.14;43140607526557004016550010000202141069056260-old.xml
NF 21699;2014-06-28;5937.06;43140607526557004016550010000216991081488275-old.xml
NF 21788;2014-06-30;27.94;43140607526557004016550010000217881744219880-nfe.xml
NF 21788;2014-06-30;25.05;43140607526557004016550010000217881744219880-nfe.xml
NF 21788;2014-06-30;37.63;43140607526557004016550010000217881744219880-nfe.xml
NF 20036;2014-06-09;301.66;43140607526557004016550010000200361352692003-old.xml
NF 20036;2014-06-09;982.42;43140607526557004016550010000200361352692003-old.xml
NF 20036;2014-06-09;511.36;43140607526557004016550010000200361352692003-old.xml
NF 8422;2014-06-21;49.25;43140607526557003982550010000084221965729267-old.xml
NF 8422;2014-06-21;69.91;43140607526557003982550010000084221965729267-old.xml
NF 8422;2014-06-21;146.33;43140607526557003982550010000084221965729267-old.xml
NF 19881;2014-06-06;1019.95;43140607526557004016550010000198811299370279-old.xml
NF 8660;2014-06-26;42.10;43140607526557003982550010000086601953402324-old.xml
NF 8660;2014-06-26;83.41;43140607526557003982550010000086601953402324-old.xml
NF 8660;2014-06-26;406.43;43140607526557003982550010000086601953402324-old.xml
NF 19578;2014-06-03;946.54;43140607526557004016550010000195781237868948-old.xml
NF 19578;2014-06-03;463.19;43140607526557004016550010000195781237868948-old.xml
NF 19578;2014-06-03;585.53;43140607526557004016550010000195781237868948-old.xml
NF 8596;2014-06-25;32.92;43140607526557003982550010000085961383039038-old.xml
NF 8256;2014-06-17;201.99;43140607526557003982550010000082561597121574-old.xml
NF 8256;2014-06-17;335.25;43140607526557003982550010000082561597121574-old.xml
NF 21709;2014-06-28;269.76;43140607526557004016550010000217091310391760-old.xml
NF 21709;2014-06-28;121.04;43140607526557004016550010000217091310391760-old.xml
NF 21709;2014-06-28;93.38;43140607526557004016550010000217091310391760-old.xml
NF 8349;2014-06-20;125.52;43140607526557003982550010000083491640587046-old.xml
NF 8349;2014-06-20;225.79;43140607526557003982550010000083491640587046-old.xml
NF 8829;2014-06-30;35.80;43140607526557003982550010000088291933795372-old.xml
NF 8829;2014-06-30;73.11;43140607526557003982550010000088291933795372-old.xml
NF 8829;2014-06-30;194.35;43140607526557003982550010000088291933795372-old.xml
NF 8659;2014-06-26;94.08;43140607526557003982550010000086591856479899-old.xml
NF 8659;2014-06-26;40.51;43140607526557003982550010000086591856479899-old.xml
NF 8298;2014-06-18;56.93;43140607526557003982550010000082981984911676-old.xml
NF 8298;2014-06-18;17.51;43140607526557003982550010000082981984911676-old.xml
NF 20987;2014-06-20;221.20;43140607526557004016550010000209871217128128-nfe.xml
NF 20987;2014-06-20;278.08;43140607526557004016550010000209871217128128-nfe.xml
NF 20987;2014-06-20;327.85;43140607526557004016550010000209871217128128-nfe.xml
NF 8597;2014-06-25;8.78;43140607526557003982550010000085971909696274-old.xml
NF 8597;2014-06-25;122.32;43140607526557003982550010000085971909696274-old.xml
NF 8597;2014-06-25;294.94;43140607526557003982550010000085971909696274-old.xml
NF 8464;2014-06-23;103.80;43140607526557003982550010000084641871461880-old.xml
NF 8464;2014-06-23;72.79;43140607526557003982550010000084641871461880-old.xml
NF 8464;2014-06-23;89.98;43140607526557003982550010000084641871461880-old.xml
NF 21782;2014-06-30;1635.07;43140607526557004016550010000217821789312525-nfe.xml
NF 21782;2014-06-30;284.12;43140607526557004016550010000217821789312525-nfe.xml
NF 21782;2014-06-30;430.65;43140607526557004016550010000217821789312525-nfe.xml
NF 8421;2014-06-21;4.03;43140607526557003982550010000084211418135929-nfe.xml
NF 8421;2014-06-21;11.82;43140607526557003982550010000084211418135929-nfe.xml
NF 8421;2014-06-21;16.68;43140607526557003982550010000084211418135929-nfe.xml
NF 21573;2014-06-27;453.36;43140607526557004016550010000215731739250097-old.xml
NF 21573;2014-06-27;341.86;43140607526557004016550010000215731739250097-old.xml
NF 21573;2014-06-27;370.20;43140607526557004016550010000215731739250097-old.xml
NF 19979;2014-06-07;449.87;43140607526557004016550010000199791670910857-old.xml
NF 19979;2014-06-07;110.60;43140607526557004016550010000199791670910857-old.xml
NF 19979;2014-06-07;522.90;43140607526557004016550010000199791670910857-old.xml
NF 8257;2014-06-17;83.41;43140607526557003982550010000082571879035079-nfe.xml
NF 8257;2014-06-17;94.08;43140607526557003982550010000082571879035079-nfe.xml
